Epoch: 00, Training Loss: 0.9941, Test Loss: 1.0766
Epoch: 42, Training Loss: 0.9021, Test Loss: 1.0116
Epoch: 43, Training Loss: 0.8958, Test Loss: 1.0121
Epoch: 44, Training Loss: 0.8979, Test Loss: 1.0049
Epoch: 45, Training Loss: 0.8939, Test Loss: 1.0145

 46%|█████████████████████████████████████████████                                                     | 46/100 [00:03<00:04, 12.61it/s, loss_test=1.007]
Epoch: 47, Training Loss: 0.8825, Test Loss: 0.9879
Epoch: 48, Training Loss: 0.8824, Test Loss: 0.9953
Epoch: 49, Training Loss: 0.8707, Test Loss: 0.9746
Epoch: 50, Training Loss: 0.8712, Test Loss: 0.9721
Epoch: 51, Training Loss: 0.8616, Test Loss: 0.9819
Epoch: 52, Training Loss: 0.8596, Test Loss: 0.9569
Epoch: 53, Training Loss: 0.8538, Test Loss: 0.9658
Epoch: 54, Training Loss: 0.8515, Test Loss: 0.9597
Epoch: 55, Training Loss: 0.8474, Test Loss: 0.9600
Epoch: 56, Training Loss: 0.8431, Test Loss: 0.9451
Epoch: 57, Training Loss: 0.8380, Test Loss: 0.9658
Epoch: 58, Training Loss: 0.8307, Test Loss: 0.9480
Epoch: 59, Training Loss: 0.8263, Test Loss: 0.9512
Epoch: 60, Training Loss: 0.8176, Test Loss: 0.9464
Epoch: 61, Training Loss: 0.8152, Test Loss: 0.9365
Epoch: 62, Training Loss: 0.8104, Test Loss: 0.9519
Epoch: 63, Training Loss: 0.8070, Test Loss: 0.9294
Epoch: 64, Training Loss: 0.8007, Test Loss: 0.9166
Epoch: 65, Training Loss: 0.7979, Test Loss: 0.9267
Epoch: 66, Training Loss: 0.7934, Test Loss: 0.9088
Epoch: 67, Training Loss: 0.7839, Test Loss: 0.9142
Epoch: 68, Training Loss: 0.7810, Test Loss: 0.9074
Epoch: 69, Training Loss: 0.7788, Test Loss: 0.9145
Epoch: 70, Training Loss: 0.7686, Test Loss: 0.9090

 72%|██████████████████████████████████████████████████████████████████████▌                           | 72/100 [00:05<00:02, 13.00it/s, loss_test=0.905]
Epoch: 72, Training Loss: 0.7627, Test Loss: 0.9035
Epoch: 73, Training Loss: 0.7581, Test Loss: 0.8974
Epoch: 74, Training Loss: 0.7524, Test Loss: 0.9137
Epoch: 75, Training Loss: 0.7476, Test Loss: 0.9058
Epoch: 76, Training Loss: 0.7473, Test Loss: 0.9186
Epoch: 77, Training Loss: 0.7390, Test Loss: 0.8916
Epoch: 78, Training Loss: 0.7367, Test Loss: 0.9104
Epoch: 79, Training Loss: 0.7312, Test Loss: 0.8964
Epoch: 80, Training Loss: 0.7276, Test Loss: 0.9208
Epoch: 81, Training Loss: 0.7240, Test Loss: 0.9047
Epoch: 82, Training Loss: 0.7200, Test Loss: 0.9021
Epoch: 83, Training Loss: 0.7119, Test Loss: 0.9052
Epoch: 84, Training Loss: 0.7118, Test Loss: 0.9083
Epoch: 85, Training Loss: 0.7084, Test Loss: 0.9143
Epoch: 86, Training Loss: 0.7032, Test Loss: 0.8955
Epoch: 87, Training Loss: 0.6994, Test Loss: 0.9046
Epoch: 88, Training Loss: 0.6939, Test Loss: 0.9086
Epoch: 89, Training Loss: 0.6911, Test Loss: 0.8947
Epoch: 90, Training Loss: 0.6887, Test Loss: 0.9039
Epoch: 91, Training Loss: 0.6831, Test Loss: 0.8995
Epoch: 92, Training Loss: 0.6774, Test Loss: 0.9076
Epoch: 93, Training Loss: 0.6804, Test Loss: 0.9042
Epoch: 94, Training Loss: 0.6780, Test Loss: 0.9153

 96%|██████████████████████████████████████████████████████████████████████████████████████████████    | 96/100 [00:07<00:00, 12.26it/s, loss_test=0.909]
Epoch: 96, Training Loss: 0.6678, Test Loss: 0.9077
Epoch: 97, Training Loss: 0.6682, Test Loss: 0.9146
Epoch: 98, Training Loss: 0.6614, Test Loss: 0.9135
Epoch: 99, Training Loss: 0.6572, Test Loss: 0.9153
Model saved as model_933171np.pt

100%|█████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:08<00:00, 12.37it/s, loss_test=0.915]
