

  1%|▌                                                                             | 1/150 [00:09<23:00,  9.27s/it, loss_test=1.005]
 41%|███████████████████████████████▊                                             | 62/150 [09:20<13:50,  9.43s/it, loss_test=0.593]

 42%|████████████████████████████████▎                                            | 63/150 [09:29<13:40,  9.43s/it, loss_test=0.593]

 43%|████████████████████████████████▊                                            | 64/150 [09:39<13:37,  9.51s/it, loss_test=0.593]

 43%|█████████████████████████████████▎                                           | 65/150 [09:48<13:29,  9.53s/it, loss_test=0.593]

 44%|█████████████████████████████████▉                                           | 66/150 [09:58<13:17,  9.49s/it, loss_test=0.594]

 45%|██████████████████████████████████▍                                          | 67/150 [10:07<13:04,  9.45s/it, loss_test=0.593]


 46%|███████████████████████████████████▍                                         | 69/150 [10:26<12:39,  9.38s/it, loss_test=0.594]

 47%|███████████████████████████████████▉                                         | 70/150 [10:34<12:18,  9.23s/it, loss_test=0.594]
Epoch: 69, Training Loss: 0.5609, Test Loss: 0.5942


 48%|████████████████████████████████████▉                                        | 72/150 [10:52<11:42,  9.01s/it, loss_test=0.595]

 49%|█████████████████████████████████████▍                                       | 73/150 [11:01<11:29,  8.96s/it, loss_test=0.595]

 49%|█████████████████████████████████████▉                                       | 74/150 [11:10<11:26,  9.03s/it, loss_test=0.595]

 50%|██████████████████████████████████████▌                                      | 75/150 [11:19<11:08,  8.91s/it, loss_test=0.596]

 51%|███████████████████████████████████████                                      | 76/150 [11:28<11:03,  8.97s/it, loss_test=0.596]

 51%|███████████████████████████████████████▌                                     | 77/150 [11:37<10:50,  8.91s/it, loss_test=0.595]

 52%|████████████████████████████████████████                                     | 78/150 [11:45<10:39,  8.88s/it, loss_test=0.596]

 53%|████████████████████████████████████████▌                                    | 79/150 [11:54<10:30,  8.89s/it, loss_test=0.597]

 53%|█████████████████████████████████████████                                    | 80/150 [12:03<10:21,  8.88s/it, loss_test=0.597]

 54%|█████████████████████████████████████████▌                                   | 81/150 [12:12<10:07,  8.81s/it, loss_test=0.597]

 55%|██████████████████████████████████████████                                   | 82/150 [12:21<09:57,  8.79s/it, loss_test=0.599]

 55%|██████████████████████████████████████████▌                                  | 83/150 [12:30<09:53,  8.85s/it, loss_test=0.597]

 56%|███████████████████████████████████████████                                  | 84/150 [12:38<09:44,  8.85s/it, loss_test=0.597]
Epoch: 83, Training Loss: 0.5573, Test Loss: 0.5973

 57%|███████████████████████████████████████████▋                                 | 85/150 [12:48<09:45,  9.01s/it, loss_test=0.598]


 58%|████████████████████████████████████████████▋                                | 87/150 [13:06<09:34,  9.12s/it, loss_test=0.599]

 59%|█████████████████████████████████████████████▏                               | 88/150 [13:15<09:25,  9.13s/it, loss_test=0.599]

 59%|█████████████████████████████████████████████▋                               | 89/150 [13:25<09:17,  9.13s/it, loss_test=0.599]
Epoch: 88, Training Loss: 0.5560, Test Loss: 0.5991

 60%|██████████████████████████████████████████████▏                              | 90/150 [13:34<09:12,  9.21s/it, loss_test=0.599]

 61%|██████████████████████████████████████████████▋                              | 91/150 [13:43<08:57,  9.12s/it, loss_test=0.599]


 62%|███████████████████████████████████████████████▋                             | 93/150 [14:01<08:38,  9.09s/it, loss_test=0.601]
Epoch: 92, Training Loss: 0.5550, Test Loss: 0.6006


 63%|████████████████████████████████████████████████▊                            | 95/150 [14:19<08:22,  9.14s/it, loss_test=0.601]

 64%|█████████████████████████████████████████████████▎                           | 96/150 [14:28<08:09,  9.07s/it, loss_test=0.601]

 65%|█████████████████████████████████████████████████▊                           | 97/150 [14:37<07:55,  8.98s/it, loss_test=0.602]
Epoch: 96, Training Loss: 0.5539, Test Loss: 0.6020


 66%|██████████████████████████████████████████████████▊                          | 99/150 [14:55<07:35,  8.93s/it, loss_test=0.602]

 67%|██████████████████████████████████████████████████▋                         | 100/150 [15:04<07:25,  8.92s/it, loss_test=0.604]

 67%|███████████████████████████████████████████████████▏                        | 101/150 [15:13<07:22,  9.03s/it, loss_test=0.602]

 68%|███████████████████████████████████████████████████▋                        | 102/150 [15:22<07:16,  9.09s/it, loss_test=0.602]

 69%|████████████████████████████████████████████████████▏                       | 103/150 [15:31<07:08,  9.11s/it, loss_test=0.603]
Epoch: 102, Training Loss: 0.5523, Test Loss: 0.6033


 70%|█████████████████████████████████████████████████████▏                      | 105/150 [15:49<06:45,  9.00s/it, loss_test=0.604]

 71%|█████████████████████████████████████████████████████▋                      | 106/150 [15:58<06:36,  9.01s/it, loss_test=0.605]
Epoch: 105, Training Loss: 0.5515, Test Loss: 0.6049


 72%|██████████████████████████████████████████████████████▋                     | 108/150 [16:16<06:14,  8.91s/it, loss_test=0.605]
Epoch: 107, Training Loss: 0.5510, Test Loss: 0.6050


 73%|███████████████████████████████████████████████████████▋                    | 110/150 [16:34<05:57,  8.93s/it, loss_test=0.606]

 74%|████████████████████████████████████████████████████████▏                   | 111/150 [16:43<05:48,  8.93s/it, loss_test=0.606]
Epoch: 110, Training Loss: 0.5502, Test Loss: 0.6057



 75%|█████████████████████████████████████████████████████████▎                  | 113/150 [17:01<05:33,  9.02s/it, loss_test=0.606]

 76%|█████████████████████████████████████████████████████████▊                  | 114/150 [17:10<05:27,  9.11s/it, loss_test=0.606]
Epoch: 113, Training Loss: 0.5494, Test Loss: 0.6064

 77%|██████████████████████████████████████████████████████████▎                 | 115/150 [17:19<05:18,  9.10s/it, loss_test=0.607]

 77%|██████████████████████████████████████████████████████████▊                 | 116/150 [17:28<05:07,  9.05s/it, loss_test=0.608]

 78%|███████████████████████████████████████████████████████████▎                | 117/150 [17:37<04:59,  9.09s/it, loss_test=0.608]

 79%|███████████████████████████████████████████████████████████▊                | 118/150 [17:46<04:50,  9.08s/it, loss_test=0.609]

 79%|████████████████████████████████████████████████████████████▎               | 119/150 [17:55<04:39,  9.00s/it, loss_test=0.609]

 80%|████████████████████████████████████████████████████████████▊               | 120/150 [18:04<04:30,  9.02s/it, loss_test=0.609]

 81%|█████████████████████████████████████████████████████████████▎              | 121/150 [18:13<04:21,  9.00s/it, loss_test=0.610]


 82%|██████████████████████████████████████████████████████████████▎             | 123/150 [18:31<04:04,  9.05s/it, loss_test=0.609]
Epoch: 122, Training Loss: 0.5470, Test Loss: 0.6087

 83%|██████████████████████████████████████████████████████████████▊             | 124/150 [18:41<03:55,  9.05s/it, loss_test=0.610]

 83%|███████████████████████████████████████████████████████████████▎            | 125/150 [18:50<03:46,  9.07s/it, loss_test=0.611]

 84%|███████████████████████████████████████████████████████████████▊            | 126/150 [18:59<03:38,  9.10s/it, loss_test=0.612]

 85%|████████████████████████████████████████████████████████████████▎           | 127/150 [19:08<03:29,  9.10s/it, loss_test=0.611]

 85%|████████████████████████████████████████████████████████████████▊           | 128/150 [19:17<03:20,  9.10s/it, loss_test=0.612]

 86%|█████████████████████████████████████████████████████████████████▎          | 129/150 [19:26<03:10,  9.08s/it, loss_test=0.611]

 87%|█████████████████████████████████████████████████████████████████▊          | 130/150 [19:35<03:00,  9.02s/it, loss_test=0.612]

 87%|██████████████████████████████████████████████████████████████████▎         | 131/150 [19:44<02:51,  9.01s/it, loss_test=0.612]

 88%|██████████████████████████████████████████████████████████████████▉         | 132/150 [19:53<02:42,  9.05s/it, loss_test=0.613]

 89%|███████████████████████████████████████████████████████████████████▍        | 133/150 [20:02<02:32,  8.99s/it, loss_test=0.612]


 90%|████████████████████████████████████████████████████████████████████▍       | 135/150 [20:20<02:15,  9.03s/it, loss_test=0.615]
Epoch: 134, Training Loss: 0.5438, Test Loss: 0.6145

 91%|████████████████████████████████████████████████████████████████████▉       | 136/150 [20:29<02:06,  9.05s/it, loss_test=0.614]


 92%|█████████████████████████████████████████████████████████████████████▉      | 138/150 [20:48<01:50,  9.19s/it, loss_test=0.616]
Epoch: 137, Training Loss: 0.5430, Test Loss: 0.6157

 93%|██████████████████████████████████████████████████████████████████████▍     | 139/150 [20:57<01:39,  9.06s/it, loss_test=0.616]

 93%|██████████████████████████████████████████████████████████████████████▉     | 140/150 [21:06<01:30,  9.03s/it, loss_test=0.615]

 94%|███████████████████████████████████████████████████████████████████████▍    | 141/150 [21:14<01:20,  8.99s/it, loss_test=0.615]


 95%|████████████████████████████████████████████████████████████████████████▍   | 143/150 [21:32<01:02,  8.92s/it, loss_test=0.616]
Epoch: 142, Training Loss: 0.5417, Test Loss: 0.6161



 97%|█████████████████████████████████████████████████████████████████████████▍  | 145/150 [21:50<00:44,  8.97s/it, loss_test=0.616]

 97%|█████████████████████████████████████████████████████████████████████████▉  | 146/150 [21:59<00:35,  8.98s/it, loss_test=0.615]

 98%|██████████████████████████████████████████████████████████████████████████▍ | 147/150 [22:08<00:26,  8.94s/it, loss_test=0.617]

 99%|██████████████████████████████████████████████████████████████████████████▉ | 148/150 [22:17<00:17,  8.96s/it, loss_test=0.619]

 99%|███████████████████████████████████████████████████████████████████████████▍| 149/150 [22:26<00:08,  8.97s/it, loss_test=0.618]

100%|████████████████████████████████████████████████████████████████████████████| 150/150 [22:35<00:00,  9.04s/it, loss_test=0.618]
Epoch: 149, Training Loss: 0.5398, Test Loss: 0.6178
Model saved as model_7865955np.pt
Config : {'wandb': True, 'name': 'lstm_enc_dec_150e-0.0001-2-12100000-7865955np', 'num_features': 30, 'hidden_size': 128, 'dropout': 0, 'weight_decay': 0, 'input_window': 2, 'output_window': 12, 'learning_rate': 0.0001, 'num_layers': 1, 'num_epochs': 150, 'batch_size': 128, 'train_data_len': 200000, 'training_prediction': 'recursive', 'loss_type': 'MSE', 'model_label': 'ENC-DEC-30E-HORIZON', 'teacher_forcing_ratio': -3.0878077872387166e-16, 'dynamic_tf': True, 'shuffle': True, 'one_hot_month': False, 'num_of_weigths': 1932, 'num_of_params': 217886, 'loss_train': [0.910835827990766, 0.7625709885642642, 0.6953031713272626, 0.6596460204858047, 0.639393517713407, 0.6259482239847218, 0.6171084467744653, 0.6105668747818077, 0.6051804628564325, 0.600762066714493, 0.5970075638084621, 0.593786284491256, 0.5910495278381166, 0.5887959928084643, 0.5868090354042612, 0.5849434413534381, 0.5833146814461593, 0.5819221555968344, 0.5805671274007022, 0.5794658088858747, 0.5783670405983489, 0.5774016763482775, 0.5765153238406548, 0.5757863373110146, 0.5750217879866506, 0.5744446510578687, 0.5738556424340049, 0.5733082436379933, 0.5727965606874599, 0.572309924023492, 0.5718842871459849, 0.5714901735931089, 0.5710666487505148, 0.5706399086412492, 0.5702887891413091, 0.5699725184903477, 0.5696382441800156, 0.5692644405277657, 0.5689857094497471, 0.5686855705884787, 0.5684076893678952, 0.5680697689126263, 0.5677988529205322, 0.5674772178515409, 0.5672636577934572, 0.5669467881485656, 0.5667016910109328, 0.5664287194227561, 0.5661807670479729, 0.5659797366285498, 0.5656706477914538, 0.5654284204100515, 0.5652060786009708, 0.5649557492453536, 0.5645812106874836, 0.5643736567252722, 0.5641410414115849, 0.5639215532021645, 0.5635855654220441, 0.5634130898849431, 0.5631100519017859, 0.562918559317187, 0.562620820361616, 0.5623768776546031, 0.5621450591436673, 0.5619479197285551, 0.561646506354049, 0.5613818726478479, 0.5611255424363273, 0.5609350679339943, 0.5606734681697119, 0.5603603227234586, 0.5601476019337064, 0.5598617437339964, 0.5595846740535764, 0.5593516277524578, 0.5591593086719513, 0.5587997663588751, 0.5586357699645744, 0.558326413889071, 0.5580560168722174, 0.5578470393851563, 0.557548137811514, 0.5573156976001167, 0.5570085792096107, 0.5568214382007445, 0.5564996374177409, 0.5563234235995855, 0.5559928016566531, 0.5557381551125984, 0.5554678312369755, 0.5552389773475381, 0.5549704509995359, 0.5546934397229345, 0.5544318455261189, 0.5541732393123291, 0.5539309367155417, 0.5535580187271802, 0.5533600075122638, 0.5530992698320102, 0.5528447798320225, 0.5525423137696235, 0.5522581880345886, 0.5520017366487902, 0.5518034081974309, 0.5515082575681008, 0.5512286572010963, 0.550989907958132, 0.550771761071551, 0.5504573449328706, 0.5502277312479613, 0.5498825044204028, 0.5496169124549125, 0.5493870099167247, 0.5490734740927979, 0.5488820916567093, 0.5485651036758563, 0.5483093679824591, 0.548071108021579, 0.5477866880841308, 0.5474910390027713, 0.5472632682585454, 0.5470124281151391, 0.5467667707375118, 0.5464662812349997, 0.5461270484950517, 0.5458685625822116, 0.5456865156963194, 0.5453700108842535, 0.5451594358617133, 0.5448389671224377, 0.5445978482127626, 0.5443170911226517, 0.5440613451676491, 0.5437732386938382, 0.5435669489832589, 0.5432671895830623, 0.5430445880680294, 0.542780265484974, 0.5424815377036294, 0.542208228901629, 0.5419102875522641, 0.5417315800548036, 0.5414210023024143, 0.5411142007116869, 0.5409019003202628, 0.5406480905337211, 0.5403878221581707, 0.5400716767206297, 0.5398348613536401], 'loss_test': [1.0045829724807005, 0.8163943267785586, 0.7300882939344797, 0.6775504877934089, 0.6531332139021311, 0.6376917415704483, 0.6278269722675666, 0.6212532470623652, 0.6156576428657923, 0.612141992419194, 0.6081461554918534, 0.604712209258324, 0.6026322398430262, 0.6001550654570261, 0.5986517958151989, 0.597965324154267, 0.595789087506441, 0.5947924470290159, 0.5935461746576505, 0.5926998781088071, 0.5921335438123116, 0.5914936432471642, 0.5908367874530646, 0.5901655757274383, 0.5902627496383129, 0.5903601119151483, 0.5891626786727172, 0.589010850359232, 0.5891341070334116, 0.5889672109713922, 0.5883386452228595, 0.5883972705938877, 0.5887817155856353, 0.5881479141803888, 0.5886208720696278, 0.5884065020542878, 0.5883583930822519, 0.5883313023891205, 0.5890392183493345, 0.5886765263783627, 0.5893841702968646, 0.5891089794727472, 0.5889871640083117, 0.5889970499735612, 0.5892565628656974, 0.5898987627946414, 0.5889781365791956, 0.5900461872418722, 0.5898735928229797, 0.5909430449589704, 0.590162394520564, 0.5906108854672848, 0.5908097590391452, 0.5912837921044766, 0.5916195412476858, 0.5912839208657925, 0.5911110624288901, 0.5920349829472028, 0.5919444427276269, 0.5919382056364646, 0.5926828583081564, 0.5929967237588687, 0.592750160357891, 0.5932737898368102, 0.5928670102969195, 0.5935552613093302, 0.5928551952044169, 0.5936285723478366, 0.5937762757142385, 0.594171268435625, 0.5945324026621305, 0.5953586716682483, 0.595336662271084, 0.5954134911298752, 0.59559616064414, 0.5960542750664246, 0.5954067378472059, 0.5962233604528965, 0.5970432907342911, 0.5968651683666767, 0.5973139260059748, 0.5985510169695585, 0.5974154434142969, 0.5973458209863076, 0.597854753717398, 0.5988879574415011, 0.5987472243798084, 0.5987691523937079, 0.5990988146036099, 0.599310373648619, 0.5991129787304462, 0.5999126231823212, 0.6005669648830707, 0.6006083614551104, 0.6007167582328503, 0.601122477115729, 0.6019583822060854, 0.602266075519415, 0.6015020234462543, 0.6038487362555969, 0.6024293341697791, 0.6020313604519918, 0.6033471750143247, 0.604531806630966, 0.6043325700821021, 0.6048953770062863, 0.604692416695448, 0.605022777731602, 0.605450974060939, 0.605689694866156, 0.6057274276629473, 0.6054461984298168, 0.6061370873298401, 0.6064454638040983, 0.606836546307955, 0.6083013369486883, 0.6084191497319784, 0.6085212486676681, 0.6089505366025827, 0.6092593031815994, 0.6103949844837189, 0.6097096185653638, 0.6086896340816449, 0.6097365109584271, 0.6106653041564502, 0.6117253055175146, 0.61055160065492, 0.6115359835899793, 0.6114107485000904, 0.6115496361102813, 0.6121982385714849, 0.6130205698502369, 0.6120931399174225, 0.6128595968087515, 0.6145270386567483, 0.6136699036145822, 0.6145601952687288, 0.6157188109862499, 0.6157759882700748, 0.6154111860654293, 0.6151422231625288, 0.6152777457848574, 0.6160674546009455, 0.6162619686279541, 0.6161135473312476, 0.614895686125144, 0.6171885213026633, 0.6188323306731689, 0.6175742141711407, 0.6177932658256629], 'identifier': '7865955np'}
